"type_study";"document_title";"author_keywords";"index_keywords";"abstract";"pdf_link";"base";"authors";"publication_title";"endereco";"status1-selecao";"status2-duplicated";"status3-title-abst_keys";"status4-read";"rq1";"rq2";"rq2.1_fase_citada";"rq3";"all_tags";"conotação";"tipo_porte";"setor";"observação";"publication_year";"document_identifier";"online_date"
"white";"New investigation of bats-hosts-reservoir-people coronavirus model and application to 2019-nCoV system";;;;"http://link.springer.com/article/10.1186/s13662-020-02831-6";"springer";"Wei GaoHaci Mehmet BaskonusLi Shi";"Advances in Difference Equations";;0;0;;;;;;;;;;;;2020;"Article";
"white";"The theory and empirics of the structural reshaping of globalization";;;;"http://link.springer.com/article/10.1057/s41267-020-00355-5";"springer";"Peter J. Buckley";"Journal of International Business Studies";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Protocol for comparing two training approaches for primary care professionals implementing the Safe Environment for Every Kid (SEEK) model";;;;"http://link.springer.com/article/10.1186/s43058-020-00059-9";"springer";"Howard DubowitzLisa SaldanaLaurence A. MagderLawrence A. PalinkasJohn A. LandsverkRose L. BelangerUgonna S. Nwosu";"Implementation Science Communications";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Re-orienting policy for growing food to nourish communities";;;;"http://link.springer.com/article/10.1007/s10460-020-10112-x";"springer";"Garrett Graddy-Lovelace";"Agriculture and Human Values";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Expand or Oversize? Planning Internet Access Network in a Demand Growth Scenario";;;;"http://link.springer.com/article/10.1007/s10922-020-09561-w";"springer";"Matheus Pereira LibórioPetr Iakovlevitch EkelRenata de Mello LyrioPatrícia BernardesGustavo Luís SoaresThiago Melo Machado-Coelho";"Journal of Network and Systems Management";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Expanding the international trade and investment policy agenda: The role of cities and services";;;;"http://link.springer.com/article/10.1057/s42214-020-00053-x";"springer";"Christine CôtéSaul EstrinDaniel Shapiro";"Journal of International Business Policy";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Networked Religion: Metaphysical Redemption or Eternal Regret?";;;;"http://link.springer.com/article/10.1007/s42438-020-00112-9";"springer";"Peter McLaren";"Postdigital Science and Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Integrating nurse practitioners into primary care: policy considerations from a Canadian province";;;;"http://link.springer.com/article/10.1186/s12875-020-01318-3";"springer";"Stacey BlackRaad FadaakMyles Leslie";"BMC Family Practice";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Death Cafés for prevention of burnout in intensive care unit employees: study protocol for a randomized controlled trial (STOPTHEBURN)";;;;"http://link.springer.com/article/10.1186/s13063-020-04929-4";"springer";"Marjorie E. BatemanRachel HammerAbigail ByrneNithya RavindranJennifer ChiurcoSasha LaskyRebecca DensonMargo BrownLeann MyersYuanhao ZuJoshua L. Denson";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Big tech and societal sustainability: an ethical framework";;;;"http://link.springer.com/article/10.1007/s00146-020-00956-6";"springer";"Bernard Arogyaswamy";"AI & SOCIETY";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Ubiquitous Health Profile (UHPr): a big data curation platform for supporting health data interoperability";;;;"http://link.springer.com/article/10.1007/s00607-020-00837-2";"springer";"Fahad Ahmed SattiTaqdir AliJamil HussainWajahat Ali KhanAsad Masood KhattakSungyoung Lee";"Computing";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Complex networks to understand the past: the case of roads in Bourbon Spain";;;;"http://link.springer.com/article/10.1007/s11698-020-00218-x";"springer";"Federico Pablo-MartíÁngel Alañón-PardoAngel Sánchez";"Cliometrica";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Sustainability, cooperation and mobility of workers within and between European countries: a two-stage goal programming model";;;;"http://link.springer.com/article/10.1007/s10479-020-03818-y";"springer";"Danilo LiuzziVeronica LupiAymeric Vié";"Annals of Operations Research";;0;0;;;;;;;;;;;;2020;"Article";
"white";"How successful Bangladesh is in controlling the coronavirus pandemic?";;;;"http://link.springer.com/article/10.1186/s42269-020-00451-4";"springer";"Ayatullah Al Musabi AkandaRedwan Ahmed";"Bulletin of the National Research Centre";;0;0;;;;;;;;;;;;2020;"Article";
"white";"The quest for materials solutions to the coronavirus pandemic";;;;"http://link.springer.com/article/10.1557/mrs.2020.206";"springer";"Philip Ball";"MRS Bulletin";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Chrysophyllum albidum (African star apple) fruit-supplemented diet enhances cognitive functions and attenuates lipopolysaccharide-induced memory impairment, oxidative stress, and release of proinflammatory cytokines";;;;"http://link.springer.com/article/10.1186/s41110-020-00123-3";"springer";"Abayomi Mayowa AjayiEmmanuel Oyinyechukwu ChidebeBenneth Ben-AzuSolomon Umukoro";"Nutrire";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Designing Global Sourcing Strategy for Cost Savings and Innovation: A Configurational Approach";;;;"http://link.springer.com/article/10.1007/s11575-020-00428-5";"springer";"Nidthida Lin";"Management International Review";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Digital technologies for an improved management of respiratory allergic diseases: 10 years of clinical studies using an online platform for patients and physicians";;;;"http://link.springer.com/article/10.1186/s13052-020-00870-z";"springer";"Salvatore TripodiAndrea GiannoneIfigenia SfikaSimone PelosiStephanie DramburgAnnamaria BianchiAntonio PizzulliJakob FlorackValeria VillellaEkaterina PotapovaPaolo Maria Matricardi";"Italian Journal of Pediatrics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Spatiotemporal access to emergency medical services in Wuhan, China: accounting for scene and transport time intervals";;;;"http://link.springer.com/article/10.1186/s12942-020-00249-7";"springer";"Weicong LuoJing YaoRichard MitchellXiaoxiang Zhang";"International Journal of Health Geographics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"tamasomā jyotirgamaya: Seeking the Self Amidst Covids’ Cytokine Cyclones";;;;"http://link.springer.com/article/10.1007/s41745-020-00186-1";"springer";"B. Mishra";"Journal of the Indian Institute of Science";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Exogenous Surfactant as a Pulmonary Delivery Vehicle for Budesonide In Vivo";;;;"http://link.springer.com/article/10.1007/s00408-020-00399-2";"springer";"Brandon BaerLynda McCaigCory YamashitaRuud Veldhuizen";"Lung";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Configurations for obtaining in-consultation assistance from supervisors in general practice training, and patient-related barriers to trainee help-seeking: a survey study";;;;"http://link.springer.com/article/10.1186/s12909-020-02291-2";"springer";"Nancy J. SturmanAmanda TapleyMieke L. van DrielElizabeth G. HollidayJean I. BallAndrew R. DaveyAlison FieldingKristen FitzGeraldNeil A. SpikeParker J. Magin";"BMC Medical Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Reducing overdose after release from incarceration (ROAR): study protocol for an intervention to reduce risk of fatal and non-fatal opioid overdose among women after release from prison";;;;"http://link.springer.com/article/10.1186/s40352-020-00113-7";"springer";"Elizabeth Needham WaddellRobin BakerDaniel M. HartungChristi J. HildebranThuan NguyenDeza’Rae M. CollinsJessica E. LarsenErin Stack";"Health & Justice";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Maternal and newborn health priority setting partnership in rural Uganda in association with the James Lind Alliance: a study protocol";;;;"http://link.springer.com/article/10.1186/s40900-020-00231-4";"springer";"James DitaiMonicah NakyazzeDeborah Andrinar NamutebiProscovia AumaMartin ChebetCynthia NalumansiGrace Martha NabuloKenneth MugabeToto Anne GronlundAnthony MbonyeAndrew D. Weeks";"Research Involvement and Engagement";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Better Together? A Pilot Study of Romantic Partner Influence on Exercise Adherence and Cardiometabolic Risk in African-American Couples";;;;"http://link.springer.com/article/10.1007/s40615-020-00912-6";"springer";"Lyndsey M. HornbuckleAmy RauerKerri M. Winters-StoneCary SpringerChloe S. JonesLindsay P. Toth";"Journal of Racial and Ethnic Health Disparities";;0;0;;;;;;;;;;;;2020;"Article";
"white";"COvid-19 and high-dose VITamin D supplementation TRIAL in high-risk older patients (COVIT-TRIAL): study protocol for a randomized controlled trial";;;;"http://link.springer.com/article/10.1186/s13063-020-04928-5";"springer";"Cédric AnnweilerMélinda BeaudenonJennifer GautierRomain SimonVincent DubéeJustine GonsardElsa Parot-Schinkel";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A Case Study Exploration into the Benefits of Teaching Self-Care to School Psychology Graduate Students";;;;"http://link.springer.com/article/10.1007/s40688-020-00328-3";"springer";"Bradford D. DalyRachel A. Gardner";"Contemporary School Psychology";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Effectiveness of a mindfulness-oriented substance use prevention program for boys with mild to borderline intellectual disabilities: study protocol for a randomised controlled trial";;;;"http://link.springer.com/article/10.1186/s12889-020-09878-w";"springer";"Lucie WaedelAnne DaubmannAntonia ZapfOlaf Reis";"BMC Public Health";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Willingness and beliefs associated with reporting travel history to high-risk coronavirus disease 2019 epidemic regions among the Chinese public: a cross-sectional study";;;;"http://link.springer.com/article/10.1186/s12889-020-09282-4";"springer";"Lifeng WeiZhuowa ShaYing WangGangyu ZhangHaonan JiaShuang ZhouYuanheng LiYameng WangChao LiuMingli JiaoShufan SunQunhong Wu";"BMC Public Health";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Acquisition of multidrug-resistant Enterobacterales during international travel: a systematic review of clinical and microbiological characteristics and meta-analyses of risk factors";;;;"http://link.springer.com/article/10.1186/s13756-020-00733-6";"springer";"Anne F. Voor in ‘t holtKees MourikBerend BeishuizenAdriënne S. van der SchoorAnnelies VerbonMargreet C. VosJuliëtte A. Severin";"Antimicrobial Resistance & Infection Control";;0;0;;;;;;;;;;;;2020;"Article";
"white";"VADR: validation and annotation of virus sequence submissions to GenBank";;;;"http://link.springer.com/article/10.1186/s12859-020-3537-3";"springer";"Alejandro A. SchäfferEneida L. HatcherLinda YankieLara ShonkwilerJ. Rodney BristerIlene Karsch-MizrachiEric P. Nawrocki";"BMC Bioinformatics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"The Odyssey of Pedagogies of Technoscientific Literacies";;;;"http://link.springer.com/article/10.1007/s42438-020-00188-3";"springer";"Greta Goetz";"Postdigital Science and Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Guidelines for Advancing Clinical Social Work Practice Through Articulating Practice Competencies: The Toronto Simulation Model";;;;"http://link.springer.com/article/10.1007/s10615-020-00777-6";"springer";"Marion BogoToula KourgiantakisDavid BurnsBryn KingEunjung Lee";"Clinical Social Work Journal";;0;0;;;;;;;;;;;;2020;"Article";
"white";"An entertainment-education approach to prevent COVID-19 spread: study protocol for a multi-site randomized controlled trial";;;;"http://link.springer.com/article/10.1186/s13063-020-04942-7";"springer";"Alain VandormaelMaya AdamMerlin GreuelTill Bärnighausen";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A spatial data model for urban spatial–temporal accessibility analysis";;;;"http://link.springer.com/article/10.1007/s10109-020-00330-6";"springer";"Zhangcai YinZhanghaonan JinShen YingSanjuan LiQingquan Liu";"Journal of Geographical Systems";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Analysis of ACE2 genetic variants in 131 Italian SARS-CoV-2-positive patients";;;;"http://link.springer.com/article/10.1186/s40246-020-00279-z";"springer";"Antonio NovelliMichela BiancolellaPaola BorgianiDario CocciadiferroVito Luigi ColonaMaria Rosaria D’ApicePaola RoglianiSalvatore ZaffinaFrancesca LeonardisAndrea CampanaMassimiliano RaponiMassimo AndreoniSandro GrelliGiuseppe Novelli";"Human Genomics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"“Caballo”: risk environments, drug sharing and the emergence of a hepatitis C virus epidemic among people who inject drugs in Puerto Rico";;;;"http://link.springer.com/article/10.1186/s12954-020-00421-z";"springer";"R. AbadieK. Dombrowski";"Harm Reduction Journal";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Molecular docking and simulation investigation: effect of beta-sesquiphellandrene with ionic integration on SARS-CoV2 and SFTS viruses";;;;"http://link.springer.com/article/10.1186/s43141-020-00095-x";"springer";"Amit JoshiG. Sunil KrishnanVikas Kaushik";"Journal of Genetic Engineering and Biotechnology";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Twenty-five years since TRIPS: Patent policy and international business";;;;"http://link.springer.com/article/10.1057/s42214-020-00079-1";"springer";"Suma AthreyeLucia PiscitelloKenneth C. Shadlen";"Journal of International Business Policy";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Preparing Preservice Teachers for Technology and Digital Media Integration: Implications for Early Childhood Teacher Education Programs";;;;"http://link.springer.com/article/10.1007/s13158-020-00276-2";"springer";"Ali M. AlelaimatFathi M. IhmeidehMustafa F. Alkhawaldeh";"International Journal of Early Childhood";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Reconciling conflicting themes of traditionality and innovation: an application of research networks using author affiliation";;;;"http://link.springer.com/article/10.1007/s13596-020-00515-w";"springer";"Debdatta SahaT. M. Vasuprada";"Advances in Traditional Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A randomised controlled trial of heavy shoulder strengthening exercise in patients with hypermobility spectrum disorder or hypermobile Ehlers-Danlos syndrome and long-lasting shoulder complaints: study protocol for the Shoulder-MOBILEX study";;;;"http://link.springer.com/article/10.1186/s13063-020-04892-0";"springer";"Behnam LiaghatSøren T. SkouJens SøndergaardEleanor BoyleKaren SøgaardBirgit Juul-Kristensen";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"NeoCORE Conference Abstracts";;;;"http://link.springer.com/article/10.1007/s12098-020-03376-y";"springer";;"The Indian Journal of Pediatrics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"COVID-19 in breast cancer patients: a cohort at the Institut Curie hospitals in the Paris area";;;;"http://link.springer.com/article/10.1186/s13058-020-01293-8";"springer";"Perrine VuagnatMaxime FrelautToulsie RamtohulClémence BasseSarah DiakiteAurélien NoretAudrey BellesoeurVincent ServoisDelphine HequetEnora LaasYoulia KirovaLuc CabelJean-Yves PiergaLaurence BozecXavier PaolettiPaul Cottu";"Breast Cancer Research";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A Century of South African Housing Acts 1920–2020";;;;"http://link.springer.com/article/10.1007/s12132-020-09411-7";"springer";"Alan Mabin";"Urban Forum";;0;0;;;;;;;;;;;;2020;"Article";
"white";"From control to elimination: a spatial-temporal analysis of malaria along the China-Myanmar border";;;;"http://link.springer.com/article/10.1186/s40249-020-00777-1";"springer";"Fang HuangLi ZhangJing-Bo XueHong-Ning ZhouAung ThiJun ZhangShui-Sen ZhouZhi-Gui XiaXiao-Nong Zhou";"Infectious Diseases of Poverty";;0;0;;;;;;;;;;;;2020;"Article";
"white";"International Turbulence and Russia";;;;"http://link.springer.com/article/10.1134/S101933162002001X";"springer";"A. A. Dynkin";"Herald of the Russian Academy of Sciences";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A qualitative evidence synthesis using meta-ethnography to understand the experience of living with pelvic organ prolapse";;;;"http://link.springer.com/article/10.1007/s00192-020-04494-z";"springer";"Francine ToyeJeannine PearlKaty VincentKaren Barker";"International Urogynecology Journal";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Asking the Right Questions—Human Factors Considerations for Telemedicine Design";;;;"http://link.springer.com/article/10.1007/s11882-020-00965-x";"springer";"Sarah D. FouquetAndrew T. Miranda";"Current Allergy and Asthma Reports";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Digital Health Innovations to Improve Cardiovascular Disease Care";;;;"http://link.springer.com/article/10.1007/s11883-020-00889-x";"springer";"Karla SantoJulie Redfern";"Current Atherosclerosis Reports";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Tumor Treating Fields in the Management of Patients with Malignant Gliomas";;;;"http://link.springer.com/article/10.1007/s11864-020-00773-5";"springer";"Ashley P. Ghiaseddin MDDavid Shin MDKaitlyn Melnick MDDavid D. Tran MD, PhD";"Current Treatment Options in Oncology";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Alcohol Sponsorship and New Zealand Regional Rugby Unions: Crisis Point or Business as Usual?";;;;"http://link.springer.com/article/10.1007/s41978-020-00071-2";"springer";"Sarah GeeRachel BattyPatti Millar";"International Journal of the Sociology of Leisure";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Trust in Robots: Challenges and Opportunities";;;;"http://link.springer.com/article/10.1007/s43154-020-00029-y";"springer";"Bing Cai KokHarold Soh";"Current Robotics Reports";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Navigating environmental constraints to injection preparation: the use of saliva and other alternatives to sterile water among unstably housed PWID in London";;;;"http://link.springer.com/article/10.1186/s12954-020-00369-0";"springer";"Magdalena HarrisJenny ScottVivian HopeTalen WrightCatherine McGowanDaniel Ciccarone";"Harm Reduction Journal";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Impact of Provider Prior Use of HIE on System Complexity, Performance, Patient Care, Quality and System Concerns";;;;"http://link.springer.com/article/10.1007/s10796-020-10064-x";"springer";"Sue S. FeldmanNeset HikmetShikha ModiBenjamin Schooley";"Information Systems Frontiers";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Cytokine storm in COVID-19: pathogenesis and overview of anti-inflammatory agents used in treatment";;;;"http://link.springer.com/article/10.1007/s10067-020-05190-5";"springer";"Mehmet SoyGökhan KeserPamir AtagündüzFehmi TabakIşık AtagündüzServet Kayhan";"Clinical Rheumatology";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Dose–response relationship between intergenerational contact frequency and depressive symptoms amongst elderly Chinese parents: a cross-sectional study";;;;"http://link.springer.com/article/10.1186/s12877-020-01751-0";"springer";"Yaofei XieMengdi MaWenwen WuYupeng ZhangYuting ZhangXiaodong Tan";"BMC Geriatrics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Psychometric Testing of Three COVID-19-Related Scales Among People with Mental Illness";;;;"http://link.springer.com/article/10.1007/s11469-020-00361-6";"springer";"Kun-Chia ChangWen-Li HouAmir H. PakpourChung-Ying LinMark D. Griffiths";"International Journal of Mental Health and Addiction";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A Study on Transitions to Knowledge-Based Service in China’s Publishing Industry";;;;"http://link.springer.com/article/10.1007/s12109-020-09748-8";"springer";"Li ZhangSuping WuDan Zhou";"Publishing Research Quarterly";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Human menstrual blood-derived stem cells mitigate bleomycin-induced pulmonary fibrosis through anti-apoptosis and anti-inflammatory effects";;;;"http://link.springer.com/article/10.1186/s13287-020-01926-x";"springer";"Xin ChenYi WuYanling WangLijun ChenWendi ZhengSining ZhouHuikang XuYifei LiLi YuanCharlie Xiang";"Stem Cell Research & Therapy";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Adolescent and covert family planning users’ experiences self-injecting contraception in Uganda and Malawi: implications for waste disposal of subcutaneous depot medroxyprogesterone acetate";;;;"http://link.springer.com/article/10.1186/s12978-020-00964-1";"springer";"Holly M. BurkeCatherine PackerLaura WandoSymon Peter WandiembeNelson MuwerezaSubarna PradhanAkuzike ZinganiBagrey Ngwira";"Reproductive Health";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Online cognitive behavioral group therapy (iCBT-I) for insomnia for school children and their parents";;;;"http://link.springer.com/article/10.1007/s11818-020-00280-7";"springer";"Prof. Dr. Angelika A. SchlarbHannah SchulteAnika SelbmannIna Och";"Somnologie";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Does trust play a role when it comes to donations? A comparison of Italian and US higher education institutions";;;;"http://link.springer.com/article/10.1007/s10734-020-00623-1";"springer";"Barbara FrancioniIlaria CurinaCharles DennisSavvas PapagiannidisEleftherios AlamanosMichael BourlakisSabrina M. Hegner";"Higher Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Design of a companion bioinformatic tool to detect the emergence and geographical distribution of SARS-CoV-2 Spike protein genetic variants";;;;"http://link.springer.com/article/10.1186/s12967-020-02675-4";"springer";"Alice MassacciEleonora SperandioLorenzo D’AmbrosioMariano MaffeiFabio PalomboLuigi AurisicchioGennaro CilibertoMatteo Pallocca";"Journal of Translational Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Improving mental health care for unaccompanied young refugees through a stepped-care approach versus usual care+: study protocol of a cluster randomized controlled hybrid effectiveness implementation trial";;;;"http://link.springer.com/article/10.1186/s13063-020-04922-x";"springer";"Rita RosnerCedric SachserFabienne HornfeckReinhold KilianHeinz KindlerRainer MucheLauritz Rudolf Floribert MüllerJonathan ThielemannTamara WaldmannUte ZiegenhainJohanna UnterhitzenbergerElisa Pfeiffer";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Pharmacist Interventions to Improve Specialty Medication Adherence: Study Protocol for a Randomized Controlled Trial";;;;"http://link.springer.com/article/10.1007/s40801-020-00213-8";"springer";"Amanda M. KibbonsMegan PeterJosh DeClercqLeena ChoiJacob BellJacob JollyElizabeth CherryBassel AlhashemiNisha B. ShahAutumn D. Zuckerman";"Drugs - Real World Outcomes";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A Systematic Review of Technology-Assisted HIV Testing Interventions";;;;"http://link.springer.com/article/10.1007/s11904-020-00506-1";"springer";"Keith J. HorvathTeresa WalkerLinda MirelesJose A. BauermeisterLisa Hightow-WeidmanRob Stephenson";"Current HIV/AIDS Reports";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A scoping review of the Clinical Frailty Scale";;;;"http://link.springer.com/article/10.1186/s12877-020-01801-7";"springer";"Sophie ChurchEmily RogersKenneth RockwoodOlga Theou";"BMC Geriatrics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Business Data Categorization and Refinement for Application in Longitudinal Neighborhood Health Research: a Methodology";;;;"http://link.springer.com/article/10.1007/s11524-020-00482-2";"springer";"Jana A. HirschKari A. MooreJesse CahillJames QuinnYuzhe ZhaoFelicia J. BayerAndrew RundleGina S. Lovasi";"Journal of Urban Health";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Industry Updates";;;;"http://link.springer.com/article/10.1007/s11668-020-01058-7";"springer";;"Journal of Failure Analysis and Prevention";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Using Explicit Teaching of Philosophy to Promote Understanding of the Nature of Science";;;;"http://link.springer.com/article/10.1007/s11191-020-00173-z";"springer";"Xiaoming Shi";"Science & Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Passive Wi-Fi monitoring in the wild: a long-term study across multiple location typologies";;;;"http://link.springer.com/article/10.1007/s00779-020-01441-z";"springer";"Miguel RibeiroNuno NunesValentina NisiJohannes Schöning";"Personal and Ubiquitous Computing";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Defining and classifying public health systems: a critical interpretive synthesis";;;;"http://link.springer.com/article/10.1186/s12961-020-00583-z";"springer";"Tamika JarvisFran ScottFadi El-JardaliElizabeth Alvarez";"Health Research Policy and Systems";;0;0;;;;;;;;;;;;2020;"Article";
"white";"The charisma machine: The life, death, and legacy of one laptop per child";;;;"http://link.springer.com/article/10.1007/s11159-020-09837-y";"springer";"Hany Zayed";"International Review of Education";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Use of Text Messaging (SMS) for the Management of Side Effects in Cancer Patients Undergoing Chemotherapy Treatment: a Randomized Controlled Trial";;;;"http://link.springer.com/article/10.1007/s10916-020-01663-x";"springer";"Timóteo Matthies RicoKarina dos Santos MachadoVanessa Pellegrini FernandesSamanta Winck MadrugaMateus Madail SantinCristiane Rios PetrarcaSamuel Carvalho Dumith";"Journal of Medical Systems";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A computational framework for modeling and studying pertussis epidemiology and vaccination";;;;"http://link.springer.com/article/10.1186/s12859-020-03648-6";"springer";"Paolo CastagnoSimone PerniceGianni GhettiMassimiliano PoveroLorenzo PradelliDaniela PaolottiGianfranco BalboMatteo SerenoMarco Beccuti";"BMC Bioinformatics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Efficacy and safety of Jia Wei Bushen Yiqi formulas as an adjunct therapy to systemic glucocorticoids on acute exacerbation of COPD: study protocol for a randomized, double-blinded, multi-center, placebo-controlled clinical trial";;;;"http://link.springer.com/article/10.1186/s13063-020-04669-5";"springer";"Qing KongShuming MoWenqian WangZihui TangYing WeiYijie DuBaojun LiuLingwen KongYubao LvJingcheng Dong";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Investigating the Applicability of Blockchain Technology and Ontology in Plastics Recycling by the Adoption of ZERO Plastic Model";;;;"http://link.springer.com/article/10.1007/s42824-020-00013-z";"springer";"R. SandhiyaSeeram Ramakrishna";"Materials Circular Economy";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Efficacy and efficiency of a new therapeutic approach based on activity-oriented proprioceptive antiedema therapy (TAPA) for edema reduction and improved occupational performance in the rehabilitation of breast cancer-related arm lymphedema in women: a controlled, randomized clinical trial";;;;"http://link.springer.com/article/10.1186/s12885-020-07558-x";"springer";"María Nieves Muñoz-AlcarazLuis Ángel Pérula-de-TorresJesús Serrano-MerinoAntonio José Jiménez-VílchezMaría Victoria Olmo-CarmonaMaría Teresa Muñoz-GarcíaCruz Bartolomé-MorenoBárbara Oliván-BlázquezRosa Magallón-Botaya";"BMC Cancer";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Economics at the FTC: Fertilizer, Consumer Complaints, and Private Label Cereal";;;;"http://link.springer.com/article/10.1007/s11151-020-09792-w";"springer";"Andrew SweetingDavid J. BalanNicholas KreisleMatthew T. PanhansDevesh Raval";"Review of Industrial Organization";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Point-of-Care Ultrasound";;;;"http://link.springer.com/article/10.1007/s11886-020-01394-y";"springer";"Linda LeeJeanne M. DeCara";"Current Cardiology Reports";;0;0;;;;;;;;;;;;2020;"Article";
"white";"LMWF5A suppresses cytokine release by modulating select inflammatory transcription factor activity in stimulated PBMC";;;;"http://link.springer.com/article/10.1186/s12967-020-02626-z";"springer";"Gregory ThomasElizabeth FrederickLisa ThompsonRaphael Bar-OrYetti MulugetaMelissa HausburgMichael RoshonCharles MainsDavid Bar-Or";"Journal of Translational Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Xenowar dreams of itself";;;;"http://link.springer.com/article/10.1057/s42984-020-00019-6";"springer";"Tom Sear";"Digital War";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A System-Wide Population Health Value Approach to Reduce Hospitalization Among Chronic Kidney Disease Patients: an Observational Study";;;;"http://link.springer.com/article/10.1007/s11606-020-06272-5";"springer";"R. Gupta MD, MSHPMS. A. Skootsky MDK. L. Kahn MDL. Chen MSF. Abtin MDS. Kee MDS. B. Nicholas MD, MPH, PhDS. Vangala MSJ. Wilson MD";"Journal of General Internal Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Hydroxyurea Optimization through Precision Study (HOPS): study protocol for a randomized, multicenter trial in children with sickle cell anemia";;;;"http://link.springer.com/article/10.1186/s13063-020-04912-z";"springer";"Emily R. MeierSusan E. CrearyMatthew M. HeeneyMin DongAbena O. Appiah-KubiStephen C. NelsonOmar NissConnie PicconeMaa-Ohui QuarmyneCharles T. QuinnKay L. SavingJohn P. ScottRavi TalatiTeresa S. LathamAmanda PfeifferLisa M. Shook";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"E-health literacy and associated factors among chronic patients in a low-income country: a cross-sectional survey";;;;"http://link.springer.com/article/10.1186/s12911-020-01202-1";"springer";"Kirubel Biruk ShiferawBinyam Chakilu TilahunBerhanu Fikadie EndehabtuMonika Knudsen GullslettShegaw Anagaw Mengiste";"BMC Medical Informatics and Decision Making";;0;0;;;;;;;;;;;;2020;"Article";
